n_places;milliseconds;valid_transitions
20;26150.1;7
20;1361.53;2
20;4418.43;2
20;2041.83;9
20;98.7717;12
20;410.537;5
20;33818.8;8
20;100.773;11
20;64.1721;3
20;7210.05;1
20;78.1527;5
20;95.4252;8
20;97.6911;9
20;1441.64;1
20;778.841;10
20;15690.3;8
20;19575.9;7
20;2615.34;4
20;240.473;11
20;1333.49;9
20;95.2591;12
20;680.219;5
20;269.163;6
20;72.3737;11
20;411.421;4
20;15254.7;6
20;257.48;8
20;993.819;13
